path_name,source_stage,sink_stage,heat_load_W,attenuation_factor,shutter_state,baffle_state,reaches_10mK_region,evidence_class,measured_in_this_system
300K->77K,300K,77K,1.1432675472365889e-10,5.000000000000001e-07,closed,engaged,False,FORECAST_ONLY;MODEL_ONLY;NOT_MEASURED_IN_THIS_SYSTEM,false
77K->4K,77K,4K,4.983236320515175e-13,5.000000000000001e-07,closed,engaged,False,FORECAST_ONLY;MODEL_ONLY;NOT_MEASURED_IN_THIS_SYSTEM,false
4K->1K,4K,1K,3.614863692112501e-18,5.000000000000001e-07,closed,engaged,False,FORECAST_ONLY;MODEL_ONLY;NOT_MEASURED_IN_THIS_SYSTEM,false
1K->100mK,1K,100mK,1.4174518453895256e-20,5.000000000000001e-07,closed,engaged,False,FORECAST_ONLY;MODEL_ONLY;NOT_MEASURED_IN_THIS_SYSTEM,false
100mK->10mK,100mK,10mK,1.417451845389526e-24,5.000000000000001e-07,closed,engaged,True,FORECAST_ONLY;MODEL_ONLY;NOT_MEASURED_IN_THIS_SYSTEM,false
10mK->sample,10mK,sample,0.0,5.000000000000001e-07,closed,engaged,True,FORECAST_ONLY;MODEL_ONLY;NOT_MEASURED_IN_THIS_SYSTEM,false
